RATIOS-
[0.10770440251572327, 0.1029874213836478, 0.08569182389937106, 0.1069182389937107, 0.09276729559748427, 0.10927672955974843, 0.0959119496855346, 0.10220125786163523, 0.09040880503144653, 0.0880503144654088]

MODEL               DATA_TYPE           NOTES               NGRAMLENGTHVAL      ACTIVATION/KERNEL   CHORDS_IN_NRGAM     SOFTMAX             SCORES              AVG. SCORE          
MLP                 previous_ngram_notes4                   1                   identity            False               False               [('0.353', '0.221'), ('0.344', '0.246'), ('0.347', '0.290'), ('0.354', '0.259'), ('0.350', '0.250'), ('0.326', '0.430'), ('0.360', '0.186'), ('0.328', '0.450'), ('0.337', '0.389'), ('0.341', '0.391')]('0.3440', '0.3112')
LogReg              previous_ngram_notes4                   1                   identity            True                True                [('0.327', '0.260'), ('0.350', '0.185'), ('0.346', '0.290'), ('0.352', '0.252'), ('0.352', '0.259'), ('0.331', '0.504'), ('0.354', '0.169'), ('0.325', '0.442'), ('0.320', '0.319'), ('0.339', '0.364')]('0.3396', '0.3044')


SORTED:LogReg_identity
LogReg              previous_ngram_notes4                   1                   identity            False               True                [('0.325', '0.260'), ('0.349', '0.185'), ('0.346', '0.290'), ('0.352', '0.252'), ('0.345', '0.259'), ('0.331', '0.504'), ('0.352', '0.169'), ('0.323', '0.442'), ('0.320', '0.319'), ('0.339', '0.364')]('0.3382', '0.3044')
LogReg              previous_ngram_notes4                   1                   identity            True                True                [('0.327', '0.260'), ('0.350', '0.185'), ('0.346', '0.290'), ('0.352', '0.252'), ('0.352', '0.259'), ('0.331', '0.504'), ('0.354', '0.169'), ('0.325', '0.442'), ('0.320', '0.319'), ('0.339', '0.364')]('0.3396', '0.3044')
LogReg              previous_ngram_notes4                   1                   identity            False               False               [('0.348', '0.214'), ('0.355', '0.200'), ('0.345', '0.308'), ('0.354', '0.274'), ('0.344', '0.250'), ('0.321', '0.430'), ('0.361', '0.178'), ('0.322', '0.450'), ('0.335', '0.381'), ('0.334', '0.391')]('0.3419', '0.3076')
LogReg              previous_ngram_notes4                   1                   identity            True                False               [('0.982', '1.000'), ('0.981', '0.977'), ('0.987', '0.991'), ('0.984', '1.000'), ('0.981', '0.948'), ('0.979', '0.941'), ('0.974', '0.856'), ('0.987', '0.992'), ('0.980', '1.000'), ('0.984', '0.973')]('0.9819', '0.9678')


BEST:LogReg_identity
LogReg              previous_ngram_notes4                   1                   identity            True                False               [('0.982', '1.000'), ('0.981', '0.977'), ('0.987', '0.991'), ('0.984', '1.000'), ('0.981', '0.948'), ('0.979', '0.941'), ('0.974', '0.856'), ('0.987', '0.992'), ('0.980', '1.000'), ('0.984', '0.973')]('0.9819', '0.9678')
MODEL               DATA_TYPE           NOTES               NGRAMLENGTHVAL      ACTIVATION/KERNEL   CHORDS_IN_NRGAM     SOFTMAX             SCORES              AVG. SCORE          
LogReg              previous_ngram_notes4                   1                   relu                False               False               [('0.348', '0.214'), ('0.355', '0.200'), ('0.345', '0.308'), ('0.354', '0.274'), ('0.344', '0.250'), ('0.321', '0.430'), ('0.361', '0.178'), ('0.322', '0.450'), ('0.335', '0.381'), ('0.334', '0.391')]('0.3419', '0.3076')
LogReg              previous_ngram_notes4                   1                   relu                True                False               [('0.982', '1.000'), ('0.981', '0.977'), ('0.987', '0.991'), ('0.984', '1.000'), ('0.981', '0.948'), ('0.979', '0.941'), ('0.974', '0.856'), ('0.987', '0.992'), ('0.980', '1.000'), ('0.984', '0.973')]('0.9819', '0.9678')
LogReg              previous_ngram_notes4                   1                   relu                False               True                [('0.325', '0.260'), ('0.349', '0.185'), ('0.346', '0.290'), ('0.352', '0.252'), ('0.345', '0.259'), ('0.331', '0.504'), ('0.352', '0.169'), ('0.323', '0.442'), ('0.320', '0.319'), ('0.339', '0.364')]('0.3382', '0.3044')
LogReg              previous_ngram_notes4                   1                   relu                True                True                [('0.327', '0.260'), ('0.350', '0.185'), ('0.346', '0.290'), ('0.352', '0.252'), ('0.352', '0.259'), ('0.331', '0.504'), ('0.354', '0.169'), ('0.325', '0.442'), ('0.320', '0.319'), ('0.339', '0.364')]('0.3396', '0.3044')


SORTED:LogReg_relu
LogReg              previous_ngram_notes4                   1                   relu                False               True                [('0.325', '0.260'), ('0.349', '0.185'), ('0.346', '0.290'), ('0.352', '0.252'), ('0.345', '0.259'), ('0.331', '0.504'), ('0.352', '0.169'), ('0.323', '0.442'), ('0.320', '0.319'), ('0.339', '0.364')]('0.3382', '0.3044')
LogReg              previous_ngram_notes4                   1                   relu                True                True                [('0.327', '0.260'), ('0.350', '0.185'), ('0.346', '0.290'), ('0.352', '0.252'), ('0.352', '0.259'), ('0.331', '0.504'), ('0.354', '0.169'), ('0.325', '0.442'), ('0.320', '0.319'), ('0.339', '0.364')]('0.3396', '0.3044')
LogReg              previous_ngram_notes4                   1                   relu                False               False               [('0.348', '0.214'), ('0.355', '0.200'), ('0.345', '0.308'), ('0.354', '0.274'), ('0.344', '0.250'), ('0.321', '0.430'), ('0.361', '0.178'), ('0.322', '0.450'), ('0.335', '0.381'), ('0.334', '0.391')]('0.3419', '0.3076')
LogReg              previous_ngram_notes4                   1                   relu                True                False               [('0.982', '1.000'), ('0.981', '0.977'), ('0.987', '0.991'), ('0.984', '1.000'), ('0.981', '0.948'), ('0.979', '0.941'), ('0.974', '0.856'), ('0.987', '0.992'), ('0.980', '1.000'), ('0.984', '0.973')]('0.9819', '0.9678')


BEST:LogReg_relu
LogReg              previous_ngram_notes4                   1                   relu                True                False               [('0.982', '1.000'), ('0.981', '0.977'), ('0.987', '0.991'), ('0.984', '1.000'), ('0.981', '0.948'), ('0.979', '0.941'), ('0.974', '0.856'), ('0.987', '0.992'), ('0.980', '1.000'), ('0.984', '0.973')]('0.9819', '0.9678')
MODEL               DATA_TYPE           NOTES               NGRAMLENGTHVAL      ACTIVATION/KERNEL   CHORDS_IN_NRGAM     SOFTMAX             SCORES              AVG. SCORE          
LogReg              previous_ngram_notes4                   1                   logistic            True                False               [('0.982', '1.000'), ('0.981', '0.977'), ('0.987', '0.991'), ('0.984', '1.000'), ('0.981', '0.948'), ('0.979', '0.941'), ('0.974', '0.856'), ('0.987', '0.992'), ('0.980', '1.000'), ('0.984', '0.973')]('0.9819', '0.9678')
LogReg              previous_ngram_notes4                   1                   logistic            False               True                [('0.325', '0.260'), ('0.349', '0.185'), ('0.346', '0.290'), ('0.352', '0.252'), ('0.345', '0.259'), ('0.331', '0.504'), ('0.352', '0.169'), ('0.323', '0.442'), ('0.320', '0.319'), ('0.339', '0.364')]('0.3382', '0.3044')
LogReg              previous_ngram_notes4                   1                   logistic            True                True                [('0.327', '0.260'), ('0.350', '0.185'), ('0.346', '0.290'), ('0.352', '0.252'), ('0.352', '0.259'), ('0.331', '0.504'), ('0.354', '0.169'), ('0.325', '0.442'), ('0.320', '0.319'), ('0.339', '0.364')]('0.3396', '0.3044')


SORTED:LogReg_logistic
LogReg              previous_ngram_notes4                   1                   logistic            False               True                [('0.325', '0.260'), ('0.349', '0.185'), ('0.346', '0.290'), ('0.352', '0.252'), ('0.345', '0.259'), ('0.331', '0.504'), ('0.352', '0.169'), ('0.323', '0.442'), ('0.320', '0.319'), ('0.339', '0.364')]('0.3382', '0.3044')
LogReg              previous_ngram_notes4                   1                   logistic            True                True                [('0.327', '0.260'), ('0.350', '0.185'), ('0.346', '0.290'), ('0.352', '0.252'), ('0.352', '0.259'), ('0.331', '0.504'), ('0.354', '0.169'), ('0.325', '0.442'), ('0.320', '0.319'), ('0.339', '0.364')]('0.3396', '0.3044')
LogReg              previous_ngram_notes4                   1                   logistic            True                False               [('0.982', '1.000'), ('0.981', '0.977'), ('0.987', '0.991'), ('0.984', '1.000'), ('0.981', '0.948'), ('0.979', '0.941'), ('0.974', '0.856'), ('0.987', '0.992'), ('0.980', '1.000'), ('0.984', '0.973')]('0.9819', '0.9678')


BEST:LogReg_logistic
LogReg              previous_ngram_notes4                   1                   logistic            True                False               [('0.982', '1.000'), ('0.981', '0.977'), ('0.987', '0.991'), ('0.984', '1.000'), ('0.981', '0.948'), ('0.979', '0.941'), ('0.974', '0.856'), ('0.987', '0.992'), ('0.980', '1.000'), ('0.984', '0.973')]('0.9819', '0.9678')
MODEL               DATA_TYPE           NOTES               NGRAMLENGTHVAL      ACTIVATION/KERNEL   CHORDS_IN_NRGAM     SOFTMAX             SCORES              AVG. SCORE          
LogReg              previous_ngram_notes4                   1                   tanh                True                False               [('0.982', '1.000'), ('0.981', '0.977'), ('0.987', '0.991'), ('0.984', '1.000'), ('0.981', '0.948'), ('0.979', '0.941'), ('0.974', '0.856'), ('0.987', '0.992'), ('0.980', '1.000'), ('0.984', '0.973')]('0.9819', '0.9678')
LogReg              previous_ngram_notes4                   1                   tanh                False               True                [('0.325', '0.260'), ('0.349', '0.185'), ('0.346', '0.290'), ('0.352', '0.252'), ('0.345', '0.259'), ('0.331', '0.504'), ('0.352', '0.169'), ('0.323', '0.442'), ('0.320', '0.319'), ('0.339', '0.364')]('0.3382', '0.3044')
LogReg              previous_ngram_notes4                   1                   tanh                True                True                [('0.327', '0.260'), ('0.350', '0.185'), ('0.346', '0.290'), ('0.352', '0.252'), ('0.352', '0.259'), ('0.331', '0.504'), ('0.354', '0.169'), ('0.325', '0.442'), ('0.320', '0.319'), ('0.339', '0.364')]('0.3396', '0.3044')


SORTED:LogReg_tanh
LogReg              previous_ngram_notes4                   1                   tanh                False               True                [('0.325', '0.260'), ('0.349', '0.185'), ('0.346', '0.290'), ('0.352', '0.252'), ('0.345', '0.259'), ('0.331', '0.504'), ('0.352', '0.169'), ('0.323', '0.442'), ('0.320', '0.319'), ('0.339', '0.364')]('0.3382', '0.3044')
LogReg              previous_ngram_notes4                   1                   tanh                True                True                [('0.327', '0.260'), ('0.350', '0.185'), ('0.346', '0.290'), ('0.352', '0.252'), ('0.352', '0.259'), ('0.331', '0.504'), ('0.354', '0.169'), ('0.325', '0.442'), ('0.320', '0.319'), ('0.339', '0.364')]('0.3396', '0.3044')
LogReg              previous_ngram_notes4                   1                   tanh                True                False               [('0.982', '1.000'), ('0.981', '0.977'), ('0.987', '0.991'), ('0.984', '1.000'), ('0.981', '0.948'), ('0.979', '0.941'), ('0.974', '0.856'), ('0.987', '0.992'), ('0.980', '1.000'), ('0.984', '0.973')]('0.9819', '0.9678')


BEST:LogReg_tanh
LogReg              previous_ngram_notes4                   1                   tanh                True                False               [('0.982', '1.000'), ('0.981', '0.977'), ('0.987', '0.991'), ('0.984', '1.000'), ('0.981', '0.948'), ('0.979', '0.941'), ('0.974', '0.856'), ('0.987', '0.992'), ('0.980', '1.000'), ('0.984', '0.973')]('0.9819', '0.9678')
