RATIOS-
[0.1534090909090909, 0.125, 0.125, 0.09090909090909091, 0.06818181818181818, 0.06818181818181818, 0.10227272727272728, 0.09090909090909091, 0.08522727272727272, 0.06818181818181818]

MODEL               DATA_TYPE           NOTES               NGRAMLENGTHVAL      ACTIVATION/KERNEL   CHORDS_IN_NRGAM     SOFTMAX             SCORES              AVG. SCORE          
MLP                 previous_ngram_notes4                   1                   identity            False               False               [('0.452', '0.538'), ('0.474', '0.550'), ('0.543', '0.095'), ('0.510', '0.467'), ('0.497', '0.182'), ('0.491', '0.364'), ('0.436', '0.625'), ('0.471', '0.467'), ('0.487', '0.429'), ('0.472', '0.273')]('0.4833', '0.3990')
LogReg              previous_ngram_notes4                   1                   identity            True                True                [('0.308', '0.231'), ('0.329', '0.500'), ('0.470', '0.143'), ('0.369', '0.133'), ('0.373', '0.000'), ('0.348', '0.545'), ('0.378', '0.125'), ('0.338', '0.267'), ('0.323', '0.714'), ('0.385', '0.545')]('0.3621', '0.3203')


SORTED:LogReg_identity
LogReg              previous_ngram_notes4                   1                   identity            False               True                [('0.308', '0.231'), ('0.329', '0.500'), ('0.470', '0.143'), ('0.369', '0.133'), ('0.379', '0.000'), ('0.348', '0.545'), ('0.378', '0.125'), ('0.338', '0.267'), ('0.323', '0.714'), ('0.385', '0.545')]('0.3627', '0.3203')
LogReg              previous_ngram_notes4                   1                   identity            True                True                [('0.308', '0.231'), ('0.329', '0.500'), ('0.470', '0.143'), ('0.369', '0.133'), ('0.373', '0.000'), ('0.348', '0.545'), ('0.378', '0.125'), ('0.338', '0.267'), ('0.323', '0.714'), ('0.385', '0.545')]('0.3621', '0.3203')
LogReg              previous_ngram_notes4                   1                   identity            False               False               [('0.507', '0.462'), ('0.507', '0.550'), ('0.589', '0.190'), ('0.548', '0.400'), ('0.522', '0.182'), ('0.516', '0.364'), ('0.506', '0.562'), ('0.529', '0.267'), ('0.519', '0.429'), ('0.503', '0.545')]('0.5246', '0.3951')
LogReg              previous_ngram_notes4                   1                   identity            True                False               [('0.966', '0.962'), ('0.967', '0.900'), ('1.000', '0.286'), ('0.968', '1.000'), ('0.963', '1.000'), ('0.969', '1.000'), ('0.968', '0.938'), ('0.955', '0.800'), ('0.968', '1.000'), ('0.969', '1.000')]('0.9693', '0.8886')


BEST:LogReg_identity
LogReg              previous_ngram_notes4                   1                   identity            True                False               [('0.966', '0.962'), ('0.967', '0.900'), ('1.000', '0.286'), ('0.968', '1.000'), ('0.963', '1.000'), ('0.969', '1.000'), ('0.968', '0.938'), ('0.955', '0.800'), ('0.968', '1.000'), ('0.969', '1.000')]('0.9693', '0.8886')
MODEL               DATA_TYPE           NOTES               NGRAMLENGTHVAL      ACTIVATION/KERNEL   CHORDS_IN_NRGAM     SOFTMAX             SCORES              AVG. SCORE          
LogReg              previous_ngram_notes4                   1                   relu                False               False               [('0.507', '0.462'), ('0.507', '0.550'), ('0.589', '0.190'), ('0.548', '0.400'), ('0.522', '0.182'), ('0.516', '0.364'), ('0.506', '0.562'), ('0.529', '0.267'), ('0.519', '0.429'), ('0.503', '0.545')]('0.5246', '0.3951')
LogReg              previous_ngram_notes4                   1                   relu                True                False               [('0.966', '0.962'), ('0.967', '0.900'), ('1.000', '0.286'), ('0.968', '1.000'), ('0.963', '1.000'), ('0.969', '1.000'), ('0.968', '0.938'), ('0.955', '0.800'), ('0.968', '1.000'), ('0.969', '1.000')]('0.9693', '0.8886')
LogReg              previous_ngram_notes4                   1                   relu                False               True                [('0.308', '0.231'), ('0.329', '0.500'), ('0.470', '0.143'), ('0.369', '0.133'), ('0.379', '0.000'), ('0.348', '0.545'), ('0.378', '0.125'), ('0.338', '0.267'), ('0.323', '0.714'), ('0.385', '0.545')]('0.3627', '0.3203')
LogReg              previous_ngram_notes4                   1                   relu                True                True                [('0.308', '0.231'), ('0.329', '0.500'), ('0.470', '0.143'), ('0.369', '0.133'), ('0.373', '0.000'), ('0.348', '0.545'), ('0.378', '0.125'), ('0.338', '0.267'), ('0.323', '0.714'), ('0.385', '0.545')]('0.3621', '0.3203')


SORTED:LogReg_relu
LogReg              previous_ngram_notes4                   1                   relu                False               True                [('0.308', '0.231'), ('0.329', '0.500'), ('0.470', '0.143'), ('0.369', '0.133'), ('0.379', '0.000'), ('0.348', '0.545'), ('0.378', '0.125'), ('0.338', '0.267'), ('0.323', '0.714'), ('0.385', '0.545')]('0.3627', '0.3203')
LogReg              previous_ngram_notes4                   1                   relu                True                True                [('0.308', '0.231'), ('0.329', '0.500'), ('0.470', '0.143'), ('0.369', '0.133'), ('0.373', '0.000'), ('0.348', '0.545'), ('0.378', '0.125'), ('0.338', '0.267'), ('0.323', '0.714'), ('0.385', '0.545')]('0.3621', '0.3203')
LogReg              previous_ngram_notes4                   1                   relu                False               False               [('0.507', '0.462'), ('0.507', '0.550'), ('0.589', '0.190'), ('0.548', '0.400'), ('0.522', '0.182'), ('0.516', '0.364'), ('0.506', '0.562'), ('0.529', '0.267'), ('0.519', '0.429'), ('0.503', '0.545')]('0.5246', '0.3951')
LogReg              previous_ngram_notes4                   1                   relu                True                False               [('0.966', '0.962'), ('0.967', '0.900'), ('1.000', '0.286'), ('0.968', '1.000'), ('0.963', '1.000'), ('0.969', '1.000'), ('0.968', '0.938'), ('0.955', '0.800'), ('0.968', '1.000'), ('0.969', '1.000')]('0.9693', '0.8886')


BEST:LogReg_relu
LogReg              previous_ngram_notes4                   1                   relu                True                False               [('0.966', '0.962'), ('0.967', '0.900'), ('1.000', '0.286'), ('0.968', '1.000'), ('0.963', '1.000'), ('0.969', '1.000'), ('0.968', '0.938'), ('0.955', '0.800'), ('0.968', '1.000'), ('0.969', '1.000')]('0.9693', '0.8886')
MODEL               DATA_TYPE           NOTES               NGRAMLENGTHVAL      ACTIVATION/KERNEL   CHORDS_IN_NRGAM     SOFTMAX             SCORES              AVG. SCORE          
LogReg              previous_ngram_notes4                   1                   logistic            True                False               [('0.966', '0.962'), ('0.967', '0.900'), ('1.000', '0.286'), ('0.968', '1.000'), ('0.963', '1.000'), ('0.969', '1.000'), ('0.968', '0.938'), ('0.955', '0.800'), ('0.968', '1.000'), ('0.969', '1.000')]('0.9693', '0.8886')
LogReg              previous_ngram_notes4                   1                   logistic            False               True                [('0.308', '0.231'), ('0.329', '0.500'), ('0.470', '0.143'), ('0.369', '0.133'), ('0.379', '0.000'), ('0.348', '0.545'), ('0.378', '0.125'), ('0.338', '0.267'), ('0.323', '0.714'), ('0.385', '0.545')]('0.3627', '0.3203')
LogReg              previous_ngram_notes4                   1                   logistic            True                True                [('0.308', '0.231'), ('0.329', '0.500'), ('0.470', '0.143'), ('0.369', '0.133'), ('0.373', '0.000'), ('0.348', '0.545'), ('0.378', '0.125'), ('0.338', '0.267'), ('0.323', '0.714'), ('0.385', '0.545')]('0.3621', '0.3203')


SORTED:LogReg_logistic
LogReg              previous_ngram_notes4                   1                   logistic            False               True                [('0.308', '0.231'), ('0.329', '0.500'), ('0.470', '0.143'), ('0.369', '0.133'), ('0.379', '0.000'), ('0.348', '0.545'), ('0.378', '0.125'), ('0.338', '0.267'), ('0.323', '0.714'), ('0.385', '0.545')]('0.3627', '0.3203')
LogReg              previous_ngram_notes4                   1                   logistic            True                True                [('0.308', '0.231'), ('0.329', '0.500'), ('0.470', '0.143'), ('0.369', '0.133'), ('0.373', '0.000'), ('0.348', '0.545'), ('0.378', '0.125'), ('0.338', '0.267'), ('0.323', '0.714'), ('0.385', '0.545')]('0.3621', '0.3203')
LogReg              previous_ngram_notes4                   1                   logistic            True                False               [('0.966', '0.962'), ('0.967', '0.900'), ('1.000', '0.286'), ('0.968', '1.000'), ('0.963', '1.000'), ('0.969', '1.000'), ('0.968', '0.938'), ('0.955', '0.800'), ('0.968', '1.000'), ('0.969', '1.000')]('0.9693', '0.8886')


BEST:LogReg_logistic
LogReg              previous_ngram_notes4                   1                   logistic            True                False               [('0.966', '0.962'), ('0.967', '0.900'), ('1.000', '0.286'), ('0.968', '1.000'), ('0.963', '1.000'), ('0.969', '1.000'), ('0.968', '0.938'), ('0.955', '0.800'), ('0.968', '1.000'), ('0.969', '1.000')]('0.9693', '0.8886')
MODEL               DATA_TYPE           NOTES               NGRAMLENGTHVAL      ACTIVATION/KERNEL   CHORDS_IN_NRGAM     SOFTMAX             SCORES              AVG. SCORE          
LogReg              previous_ngram_notes4                   1                   tanh                True                False               [('0.966', '0.962'), ('0.967', '0.900'), ('1.000', '0.286'), ('0.968', '1.000'), ('0.963', '1.000'), ('0.969', '1.000'), ('0.968', '0.938'), ('0.955', '0.800'), ('0.968', '1.000'), ('0.969', '1.000')]('0.9693', '0.8886')
LogReg              previous_ngram_notes4                   1                   tanh                False               True                [('0.308', '0.231'), ('0.329', '0.500'), ('0.470', '0.143'), ('0.369', '0.133'), ('0.379', '0.000'), ('0.348', '0.545'), ('0.378', '0.125'), ('0.338', '0.267'), ('0.323', '0.714'), ('0.385', '0.545')]('0.3627', '0.3203')
LogReg              previous_ngram_notes4                   1                   tanh                True                True                [('0.308', '0.231'), ('0.329', '0.500'), ('0.470', '0.143'), ('0.369', '0.133'), ('0.373', '0.000'), ('0.348', '0.545'), ('0.378', '0.125'), ('0.338', '0.267'), ('0.323', '0.714'), ('0.385', '0.545')]('0.3621', '0.3203')


SORTED:LogReg_tanh
LogReg              previous_ngram_notes4                   1                   tanh                False               True                [('0.308', '0.231'), ('0.329', '0.500'), ('0.470', '0.143'), ('0.369', '0.133'), ('0.379', '0.000'), ('0.348', '0.545'), ('0.378', '0.125'), ('0.338', '0.267'), ('0.323', '0.714'), ('0.385', '0.545')]('0.3627', '0.3203')
LogReg              previous_ngram_notes4                   1                   tanh                True                True                [('0.308', '0.231'), ('0.329', '0.500'), ('0.470', '0.143'), ('0.369', '0.133'), ('0.373', '0.000'), ('0.348', '0.545'), ('0.378', '0.125'), ('0.338', '0.267'), ('0.323', '0.714'), ('0.385', '0.545')]('0.3621', '0.3203')
LogReg              previous_ngram_notes4                   1                   tanh                True                False               [('0.966', '0.962'), ('0.967', '0.900'), ('1.000', '0.286'), ('0.968', '1.000'), ('0.963', '1.000'), ('0.969', '1.000'), ('0.968', '0.938'), ('0.955', '0.800'), ('0.968', '1.000'), ('0.969', '1.000')]('0.9693', '0.8886')


BEST:LogReg_tanh
LogReg              previous_ngram_notes4                   1                   tanh                True                False               [('0.966', '0.962'), ('0.967', '0.900'), ('1.000', '0.286'), ('0.968', '1.000'), ('0.963', '1.000'), ('0.969', '1.000'), ('0.968', '0.938'), ('0.955', '0.800'), ('0.968', '1.000'), ('0.969', '1.000')]('0.9693', '0.8886')
